Luminance,HOG_features,Spectral_Entropy,Temporal_Smoothness,Optical_Flow,Frame_Rate,Scene_Complexity,Motion_Intensity,Visual_Contrast,FOV,HR,GSR,Left_Diameter,Right_Diameter,Left_Openness,Right_Openness,Gaze_Error_Angle,Reaction_Time,HRV,Fixation_Duration,Eye_Blink_Rate,fms
330.90508913552185,45.68046183663646,0.239938304805878,3.1685150144636944,-1.6559882101125134,113.84383909929518,16.138120753490973,0.1667032430150076,0.4781076572506059,86.11152179833,89.86945689,1.831448848,2.995416005,2.831191254,1.0,1.0,91.24465750897237,452.6724458675536,60.70358878435444,382.4164867828025,0.0,1
763.0357298074372,24.81063430708957,0.3975309522852401,3.030318723737058,-1.0542768468107622,67.1628606802918,68.17700569089114,0.8428062015550228,0.5046467510156779,90.21154513032648,91.92815432,1.835903826,3.327175413,3.119120734,1.0,1.0,33.96368446149078,396.309817780119,59.63194492618916,434.03735168448617,0.0,1
598.9954563585538,53.35207579026865,0.3831939786151341,7.09989823933598,0.2994058693023298,79.6705702731491,52.77373526298393,0.5637896919518176,0.3759226700270688,94.29703830740056,94.76576071,1.83640706,2.96067364,2.658126127,1.0,1.0,56.591038879354855,461.9996597489893,56.87856913609316,180.1321253585898,0.0,1
498.9938631477775,79.83566687011266,0.3728851593503999,5.708920959462287,-3.3863264161161686,108.94472283756726,75.03765223820744,0.6336294857002831,0.4775537532404643,88.8819653011684,98.7093841,1.845674731,2.899326579,2.724244944,1.0,1.0,51.65429593934295,618.4320957045934,70.9531486816463,196.67709731550235,0.0,1
167.01398033182738,68.5779909127649,0.8343782063647256,6.576769780339606,0.7199587828359277,95.83874269984273,51.24970389524581,0.829261509810442,0.4361874958031458,95.44788486177448,101.3249295,1.890402289,3.101194683,2.842802349,1.0,1.0,73.73411919732652,306.07639346838454,48.81601553993765,438.0037971758156,0.0,1
166.99589025215198,74.52489182891598,0.3746823398946542,2.7532752915474927,3.0543232929998627,83.61813121664653,22.697439079246728,0.3764961351206316,0.5959636873755914,84.96111276539558,103.405772,1.950120946,3.28330921,3.067244272,1.0,1.0,80.02657865896377,635.9451947088223,72.22464971349802,161.3352665436739,0.0,1
93.5627091261496,62.70266933685739,0.3903648082900417,5.374118697248992,2.6016092979015903,88.40613956250128,65.10184109661486,0.5972058489104674,0.8904844061169721,109.331384384765,107.9600295,2.004834313,3.152909919,2.957917626,1.0,1.0,146.82527374092302,653.8789757987593,41.56670157093435,443.28970096514166,0.0,1
699.6321093312014,65.3821251614282,0.7315787836925747,5.002221882006241,-3.461000953062263,111.2728435921308,24.65284077893913,0.13103956378311,0.3679122058900727,83.23773664894982,113.0705704,2.047347102,2.288932412,2.198352361,0.941649272,0.929846811,72.53272415757786,676.0185617652496,75.60245026034544,151.39334492549662,0.0642519584999999,1
500.8362588074066,77.93565212522554,0.514817889715378,6.829812637517898,-3.507505302585261,80.40026316359354,84.15353788515927,0.2494180225849034,0.7681741505658071,107.95832418963116,112.402694,2.071735126,2.848697238,2.624439784,1.0,1.0,142.95368296032612,428.8695965901825,61.9194188048744,412.1005966953994,0.0,1
581.0544333470341,29.97344070873488,0.7436973898686268,7.342609423368824,-2.3182563225508668,112.17898108873028,62.114880320885526,0.764996644071954,0.746733952868533,107.40734034208084,111.0373186,2.087066366,2.831041251,2.651347374,1.0,1.0,162.04836179791388,347.7131818169524,35.430628161465634,242.19755429632485,0.0,1
65.43837072185184,49.15399709145124,0.2457563102950696,1.0850974003417075,-1.389252736589628,65.28806585860148,23.36233010234111,0.7134146850706686,0.3622402291311825,95.76081445458496,107.6526575,2.110058252,2.920603858,2.741034402,0.999711626,0.99905104,111.07190923573556,418.1383683100144,53.84509530131751,431.57665745318894,0.000618667,1
777.4323891214957,27.696755345568175,0.541299835571369,5.718139433411548,-0.9154441859151738,106.60790623251783,91.79873488590258,0.3805141531657176,0.89967206318877,101.74730815508254,102.9768765,2.145238455,3.010635148,2.774369425,1.0,1.0,98.1207343977875,399.81044330413147,51.981833689295335,245.0835865906756,0.0,1
674.3319806003163,89.01344063973175,0.2235295201282978,1.362850593838103,1.7969721683334523,110.85285798328418,54.061064383502256,0.40144850221937,0.6695069314019326,93.08144893917763,102.1996143,2.173206853,1.833786011,1.789153832,0.880447087,0.866734582,132.17800054055456,329.269260626287,28.27392930382004,346.2918964602168,0.1264091655,1
209.2543330087071,85.52474717492906,0.2438572424187481,4.842010655541492,-4.4331956783416455,70.90905917024033,16.196368409090674,0.5268435468428636,0.5364215887381947,98.90103732627314,104.0751122,2.189845228,3.002825737,2.750294924,0.974473746,0.96800696,110.70574177155387,523.2700015456696,55.47457434503685,174.00977092978098,0.028759647,1
186.36872540532548,13.154144909480472,0.8345062173410875,3.0134291033057474,-4.653272957739336,85.82079194233202,63.28079687528072,0.1001928037481076,0.7917500792719492,90.21727812263356,108.0835797,2.201148249,3.152912652,2.892927938,0.995924007,0.989391622,52.873551505636485,464.48087222888296,38.88713742301748,222.69894343612168,0.0073421854999999,1
187.55338239007537,66.44601380125508,0.2974717597823166,3.147436196654988,-1.0808943705609098,69.92998647981933,31.52190709608887,0.2929954688304222,0.4672875479610621,89.03477059356337,113.63451,2.207397812,3.201670329,2.94343775,0.994723432,0.986766619,54.14227700814066,639.5654465458017,23.140926008576145,382.1038039437752,0.0092549745,1
278.1816822196533,84.01986539325327,0.5726944775926519,3.4707095241664963,1.9716369213798048,102.39624773965306,78.31394340957071,0.2665854468865716,0.7507813940801082,97.3468935850854,116.078883,2.204789765,2.995340282,2.791406566,0.999088979,0.999064472,62.79688652991903,264.4493112169262,76.91936946239389,308.60575610364594,0.0009232744999999,1
443.5673237241784,24.44602761018668,0.4877669218204946,5.349047143347271,-3.0656465704351743,92.1208660836994,79.5148762531262,0.3003863573998108,0.3258122849219607,94.9438902255194,113.194985,2.193534944,2.994995117,2.720614721,0.999599578,0.999638394,74.68860503782533,539.7405673998069,58.48942214385727,428.3907185361134,0.000381014,1
373.9587639815868,55.43561844421036,0.4431403283811899,3.3383497596813845,1.4150448125625168,98.11940080249926,93.21052524764626,0.7447246740267531,0.8456152244460267,97.38609107449945,108.5369537,2.179060712,3.082818919,2.831993892,0.998967437,0.999019213,119.52643864826622,593.3269953302025,72.61513591225082,278.6254225024063,0.0010066749999999,1
268.42185514853145,83.23906380704335,0.8298833419810907,6.128893354131963,-2.4017186205970056,71.78921801737266,52.65891013708281,0.3237390852371545,0.591311050563857,88.59981743861069,101.5315985,2.165794356,2.634590024,2.441434766,0.971745972,0.967297315,81.85362385923204,591.7689561347381,60.56336030079519,410.94370974417694,0.0304783564999999,1
508.8896710417846,12.715678286863907,0.2152763777428426,3.831691699017088,3.860861088135163,72.70475172314516,48.671334776857655,0.2532170576401185,0.7138503943326621,91.00873495450986,95.10186787,2.158105914,3.030903375,2.788363784,0.998693101,0.996531078,107.76467583573496,648.7332851929863,41.41902152840677,284.68663124347125,0.0023879104999999,1
154.62039548903138,65.7936213797472,0.6646527803229123,1.4784724021697104,3.956899442666165,62.48983953059438,74.04542646295086,0.5034107686344252,0.4438045828743443,82.51693881886727,91.11996263,2.153256907,3.235456194,2.994947403,0.997214098,0.998896411,111.92867221767432,578.0651842732723,50.76128433972869,443.7744836105956,0.0019447454999999,1
269.10848640141364,33.78792058980406,0.8743761039494853,6.486318897388751,-2.0271279571867358,79.32405211174378,21.26000578906376,0.7925160290981855,0.7400979132279911,81.56829116816617,91.1879937,2.152751238,3.046138826,2.801733549,1.0,1.0,38.70674543826859,667.5145277414633,60.54480562083062,437.950314419663,0.0,1
324.7713824702688,83.95169563012243,0.5921177284232894,3.000308272148942,-2.7000624603675947,93.5846796800205,56.48781867241556,0.2930797630699999,0.8019561793306298,87.60371389019049,97.05047133,2.182279019,2.780662184,2.699729802,0.955897455,0.966476948,94.50259103807952,399.6954699194012,77.61513951208624,248.74101166682408,0.0388127984999999,1
392.05248816277697,87.68465961322943,0.8557757234231642,4.029368157194838,-0.8869602793376874,111.47609483983972,56.43104601112233,0.1628289942342389,0.6075885714748591,82.22740577991637,104.6248497,2.235826622,2.119371975,1.979156494,0.793462548,0.844947949,68.89222430908539,476.4442375381944,35.220167547301784,415.777101125041,0.1807947514999999,1
638.8819710447602,85.54131912907471,0.2365805155002166,5.798107182553311,-2.594684148198513,100.01564684752084,17.605215438882915,0.3851237886797317,0.7015225006401662,83.11324125904223,109.4923802,2.277891821,3.170002922,3.017305218,0.896355403,0.908878632,93.44782030525356,256.33584847730083,72.49862351744706,404.2834122646948,0.0973829824999999,1
199.7553366187698,47.9371373325971,0.493155323351913,3.327193100040984,1.7238384329170362,86.12377940398508,45.52864726808765,0.6981214596519822,0.596611850484559,104.38785216181812,112.5049107,2.297851741,3.156126476,2.957924979,0.985847761,0.976211993,94.3063853089626,253.13091428648104,75.44466831765617,213.20411919826884,0.018970123,1
435.6758288102087,78.96341207914507,0.3821104536734358,1.3960995930270093,3.2606468454828548,117.18720686364829,82.52920787821216,0.5405524357558357,0.8811593900175996,81.16621091050068,112.7717836,2.29365175,2.956245301,2.712132045,1.0,1.0,96.01624154732382,358.056979203184,60.2249308795374,337.2871202349809,0.0,1
494.3109266465319,77.56395188280563,0.7115746754865109,3.617447329089696,1.73092130911217,103.1547120345499,82.77305786954612,0.753434695659478,0.6236149673343074,99.76828381804228,109.704518,2.2739845,3.136975416,2.914615233,1.0,1.0,166.6292060682932,295.3632387125884,75.87599764408027,171.80469467694445,0.0,1
84.83780953999829,35.528037859460454,0.8869079633480725,7.6111400788601244,3.2435044724934947,115.809912171753,18.435201518172885,0.8676737180873871,0.8471756608687322,88.17673246446202,108.0077807,2.249058269,2.86228919,2.75433588,0.999930613,0.999673619,94.87120419688954,367.09511557108914,43.87271524864211,401.0132161750385,0.000197884,1
505.6586389260788,76.3132379320542,0.3795710437109735,5.492140781089907,-1.0300783779252587,91.65527839632996,17.711275033565624,0.7341299814012937,0.8208788378756615,106.1463704212438,107.1430918,2.225563116,2.549677218,2.610646644,0.990318759,0.99651627,121.69009091145332,329.66948253777883,77.18097056242657,202.36376505104897,0.0065824855,1
177.89309276546865,12.96061077723941,0.657922221031852,5.700354040670448,-3.436830292911392,75.53425648758838,32.3291155451645,0.5830424630750027,0.5668281338764317,94.54976853732498,105.6711857,2.198856649,2.898555994,2.739113569,1.0,1.0,150.87009023706972,262.8340111773917,62.166972629958494,171.24441041572936,0.0,1
98.78869473895963,57.70159027856424,0.3386683429318181,5.425975075463479,2.3795094739759213,63.16960118188332,84.35511531708944,0.4946732704419044,0.4495549197073587,89.16729377983478,101.8963117,2.182629406,1.072058509,1.582941167,0.649776731,0.669418819,144.5955691921673,659.1868658827223,22.520346045128715,270.06572866164333,0.340402225,1
761.6641529399999,28.40070698301624,0.5957311782001269,2.392944972716057,-1.3952549485844612,103.56509108903104,20.95671973124741,0.1320552690786133,0.563953386163851,95.52916807068304,99.53033959,2.174173576,2.936301337,2.752984425,0.900209382,0.88643194,65.87517631681206,253.7004091250012,74.41236990914317,323.076641579893,0.106679339,1
774.2240248059195,19.645350862182305,0.5247527406818353,3.928337048715961,1.7127082522913248,67.27817988033205,71.19972822333293,0.887457583051233,0.837041294253893,91.45874057135806,102.4712034,2.16497417,2.946549673,2.666352772,0.964907827,0.951483058,68.73628140801866,581.2369649516884,49.06836854199155,406.4750875679313,0.0418045575,1
656.2980110873458,16.156256130336732,0.880403730742076,6.256578588543228,-2.2935605801823438,78.16650769631804,18.59907766711377,0.406784898060034,0.447961148282605,96.9290319400949,113.9919629,2.156550155,3.086588784,2.835636199,0.99812496,0.990002475,65.98003055251371,318.46654911378243,47.61961908666997,442.272757656521,0.0059362825,1
278.460326880028,65.70310207025118,0.6259690908875266,1.709610282872114,-4.1877036519332735,91.94825447303384,62.96671756856516,0.2217825711334934,0.640883624807537,83.43598604979044,120.849875,2.145007177,3.099472288,2.903370449,0.903968802,0.931541076,79.82797964194505,660.5033298998201,53.987996358778055,281.8477537709591,0.082245061,1
123.25408550478792,37.18999710144529,0.4446544604607731,2.944969432627986,4.925817954877633,93.86499526678486,40.26572042512731,0.6333670843171654,0.8239628861744859,109.90971508437651,120.8835421,2.130124508,2.934055328,2.793846948,0.929847832,0.977010754,77.12355808462692,651.7581728154487,28.96307280627368,168.13407689558107,0.0465707069999999,1
